date,open,close,volume
2015-12-30,106.89,106.34,4916975
2015-12-31,106.14,105.08,6670101
2016-01-04,103.12,102.98,12531478
2016-01-05,102.67,100.9,16212908
2016-01-06,99.38,100.36,13934454
2016-01-07,98.96,99.5,14680220
2016-01-08,100.63,99.25,10691594
2016-01-11,100.21,99.92,9583209
2016-01-12,100.97,101.46,8863921
2016-01-13,101.88,98.48,11615434
2016-01-14,98.65,99.11,11147478
2016-01-15,95.62,93.9,22336967
2016-01-19,95.0,93.97,13286754
2016-01-20,92.18,92.54,16918059
2016-01-21,92.87,94.02,12078238
2016-01-22,95.95,96.9,12303814
2016-01-25,96.42,95.29,7812210
2016-01-26,95.49,96.27,6915592
2016-01-27,96.31,94.32,6328904
2016-01-28,95.2,93.53,7312713
2016-01-29,94.21,95.82,8211566
2016-02-01,95.08,95.15,7027242
2016-02-02,94.0,93.12,7244414
2016-02-03,94.1,95.14,10877995
2016-02-04,94.87,95.43,8350333
2016-02-05,95.32,93.9,8898453
2016-02-08,92.56,92.12,13750142
2016-02-09,90.15,92.32,19237395
2016-02-10,88.0,88.85,32649818
2016-02-11,87.0,90.31,17523775
2016-02-12,91.52,91.15,10786093
2016-02-16,92.47,92.91,9050861
2016-02-17,93.67,95.5,12610039
2016-02-18,96.34,95.17,8773883
2016-02-19,95.23,95.01,6838210
2016-02-22,96.23,96.37,6980438
2016-02-23,96.5,95.38,6253760
2016-02-24,94.65,95.43,6945612
2016-02-25,95.92,95.65,4562326
2016-02-26,95.71,95.31,5277045
2016-02-29,95.31,95.52,7794361
2016-03-01,95.9,97.65,7139945
2016-03-02,97.67,97.0,6498588
2016-03-03,97.79,98.82,8581303
2016-03-04,99.0,98.48,6739803
2016-03-07,98.57,99.39,7218731
2016-03-08,98.93,97.82,6229279
2016-03-09,98.0,97.66,7010658
2016-03-10,97.94,97.04,5453451
2016-03-11,97.57,97.94,5605768
2016-03-14,97.94,98.81,6180701
2016-03-15,98.02,98.24,5942388
2016-03-16,98.16,98.44,6079376
2016-03-17,98.28,99.6,6384279
2016-03-18,99.98,99.2,10205081
2016-03-21,98.92,98.46,7070271
2016-03-22,97.59,97.58,6475657
2016-03-23,97.72,96.83,5517747
2016-03-24,96.55,97.22,5577661
2016-03-28,97.5,98.09,5317112
2016-03-29,98.0,98.16,5170836
2016-03-30,98.9,98.91,5677471
2016-03-31,99.01,99.31,7038803
2016-04-01,98.8,99.07,5895453
2016-04-04,99.3,98.68,5334697
2016-04-05,96.85,97.0,10818781
2016-04-06,96.96,97.48,6952406
2016-04-07,97.11,96.16,7525406
2016-04-08,96.63,96.42,6982660
2016-04-11,96.93,96.27,5916642
2016-04-12,96.28,97.35,6277150
2016-04-13,98.03,99.48,7967391
2016-04-14,99.79,98.63,6676152
2016-04-15,98.5,98.59,6146837
2016-04-18,99.6,101.48,10665222
2016-04-19,102.0,102.64,10639797
2016-04-20,103.02,103.27,7712027
2016-04-21,103.36,102.91,6824756
2016-04-22,103.06,103.77,5731332
2016-04-25,103.5,104.57,6117068
2016-04-26,104.58,104.89,6452933
2016-04-27,105.19,105.28,5996077
2016-04-28,104.54,104.03,5658271
2016-04-29,103.95,103.26,7006884
2016-05-02,103.3,104.36,5285731
2016-05-03,103.88,103.78,6243299
2016-05-04,103.31,103.67,6445065
2016-05-05,103.98,104.93,6465966
2016-05-06,104.51,105.54,7407498
2016-05-09,106.01,105.34,8130318
2016-05-10,105.53,106.6,15177195
2016-05-11,101.46,102.29,27068133
2016-05-12,102.5,101.71,11251703
2016-05-13,101.71,100.52,9570151
2016-05-16,100.41,100.36,9112952
2016-05-17,100.79,99.94,8694360
2016-05-18,99.59,99.0,9323116
2016-05-19,98.58,98.41,7063535
2016-05-20,99.0,99.78,7297012
2016-05-23,99.6,99.18,5588590
2016-05-24,99.45,99.51,5250783
2016-05-25,99.92,99.86,5678987
2016-05-26,99.89,99.81,3852638
2016-05-27,99.81,100.29,4589121
2016-05-31,99.85,99.22,10396157
2016-06-01,98.67,98.52,7243851
2016-06-02,98.07,98.72,4830090
2016-06-03,98.66,98.75,6857453
2016-06-06,98.96,98.78,4986555
2016-06-07,99.0,98.35,5608418
2016-06-08,98.49,98.04,5466157
2016-06-09,97.82,97.84,5379363
2016-06-10,97.15,97.34,7204388
2016-06-13,96.75,97.57,8766346
2016-06-14,97.2,98.4,6125748
2016-06-15,98.19,98.27,6663175
2016-06-16,97.8,98.38,7129696
2016-06-17,98.41,99.0,8959401
2016-06-20,100.08,99.57,8268636
2016-06-21,99.73,98.82,5202527
2016-06-22,99.08,98.79,4948868
2016-06-23,99.44,99.02,5826073
2016-06-24,96.01,95.72,15079933
2016-06-27,94.91,94.38,9485245
2016-06-28,95.46,96.05,7143103
2016-06-29,96.91,96.98,6563579
2016-06-30,97.1,97.82,7189489
2016-07-01,97.75,98.03,5681627
2016-07-05,97.77,97.66,5846412
2016-07-06,97.0,98.46,6223292
2016-07-07,97.63,98.41,5146032
2016-07-08,99.25,99.62,6045805
2016-07-11,99.8,99.98,5428018
2016-07-12,100.175,100.2,8508457
2016-07-13,100.46,99.88,5494690
2016-07-14,100.42,99.97,7461465
2016-07-15,100.42,99.8,5764374
2016-07-18,99.9,100.15,5051251
2016-07-19,99.81,99.47,5742736
2016-07-20,98.65,98.22,10664885
2016-07-21,98.17,98.01,7069554
2016-07-22,98.39,97.71,5381662
2016-07-25,97.9,97.39,4825498
2016-07-26,97.02,96.69,6274830
2016-07-27,96.7,96.33,6911392
2016-07-28,96.4,95.91,7713512
2016-07-29,95.85,95.95,8263966
2016-08-01,96.15,95.54,7131587
2016-08-02,95.35,95.01,7644091
2016-08-03,95.06,96.09,9068697
2016-08-04,95.53,95.16,10038331
2016-08-05,95.4,95.83,6528537
2016-08-08,96.11,95.75,7792013
2016-08-09,95.61,96.67,15548695
2016-08-10,96.7,97.86,27181275
2016-08-11,98.2,97.77,9233890
2016-08-12,97.82,96.84,9360332
2016-08-15,97.35,97.1,5299588
2016-08-16,96.86,96.88,5777756
2016-08-17,96.84,96.87,5697252
2016-08-18,96.87,96.65,5250741
2016-08-19,96.4,96.39,6362404
2016-08-22,96.47,95.87,5495336
2016-08-23,96.13,95.97,4996251
2016-08-24,96.01,95.82,5912529
2016-08-25,95.62,95.55,4518655
2016-08-26,95.66,95.21,6019553
2016-08-29,95.07,94.87,7902989
2016-08-30,94.77,94.86,6845046
2016-08-31,94.69,94.46,7375228
2016-09-01,94.73,94.26,6274204
2016-09-02,94.75,94.42,5382016
2016-09-06,94.53,93.8,8463523
2016-09-07,93.98,93.71,6281494
2016-09-08,93.49,94.09,7438081
2016-09-09,93.51,92.42,10248373
2016-09-12,91.96,93.64,9367303
2016-09-13,93.04,92.7,7795172
2016-09-14,92.59,92.26,6386478
2016-09-15,92.12,92.5,7568163
2016-09-16,92.27,92.56,10568647
2016-09-19,92.8,92.63,5421473
2016-09-20,92.7,92.95,6200107
2016-09-21,93.0,92.39,12049468
2016-09-22,92.73,93.41,6470732
2016-09-23,93.07,93.27,4407725
2016-09-26,92.47,91.96,10449325
2016-09-27,91.93,91.72,9167391
2016-09-28,91.75,92.2,8272345
2016-09-29,92.14,91.8,7476594
2016-09-30,92.28,92.86,8923683
2016-10-03,92.47,92.49,5834717
2016-10-04,92.45,92.59,5903392
2016-10-05,92.94,92.45,5365007
2016-10-06,92.75,92.83,7484807
2016-10-07,93.06,92.49,6144089
2016-10-10,92.7,92.49,4241028
2016-10-11,92.33,91.86,6651134
2016-10-12,91.88,91.41,6836644
2016-10-13,90.95,91.12,5725154
2016-10-14,91.77,91.3,4345659
2016-10-17,91.35,90.83,5134605
2016-10-18,91.4,91.17,4890775
2016-10-19,91.27,91.93,6140496
2016-10-20,91.66,92.03,6153205
2016-10-21,91.33,93.03,13814538
2016-10-24,93.49,93.37,7280985
2016-10-25,93.14,92.75,6380747
2016-10-26,92.39,93.49,7152845
2016-10-27,93.8,94.02,6646969
2016-10-28,93.89,93.85,7309117
2016-10-31,93.72,92.69,9957559
2016-11-01,92.78,92.39,6449806
2016-11-02,91.91,91.91,6716247
2016-11-03,92.26,93.37,7751400
2016-11-04,93.5,92.45,7456486
2016-11-07,93.77,94.43,6996093
2016-11-08,94.53,94.38,6226852
2016-11-09,92.29,94.64,8635729
2016-11-10,94.89,94.96,13777923
2016-11-11,97.18,97.68,23008062
2016-11-14,97.56,97.92,13208417
2016-11-15,97.9,97.7,7184595
2016-11-16,98.33,99.12,9702404
2016-11-17,99.05,99.37,8662618
2016-11-18,99.05,98.24,8586121
2016-11-21,98.11,97.63,10771076
2016-11-22,97.5,97.71,5323683
2016-11-23,97.67,98.26,6166487
2016-11-25,98.71,98.82,4396763
2016-11-28,98.52,98.97,7106669
2016-11-29,99.23,99.67,8396803
2016-11-30,99.4,99.12,11369177
2016-12-01,99.13,98.94,9958086
2016-12-02,98.79,98.5,7737193
2016-12-05,98.98,99.96,11331542
2016-12-06,99.95,100.66,8427531
2016-12-07,100.51,101.99,12255742
2016-12-08,101.47,103.38,16524763
2016-12-09,103.49,104.86,12173909
2016-12-12,104.61,104.06,7879703
2016-12-13,104.2,103.85,7393171
2016-12-14,103.62,104.05,7961888
2016-12-15,103.85,104.39,8745434
2016-12-16,104.71,103.91,12635516
2016-12-19,105.7,105.3,11475633
2016-12-20,105.64,105.46,8947285
2016-12-21,104.61,105.56,5202436
2016-12-22,104.96,105.42,5230849
2016-12-23,105.24,105.15,3238753
2016-12-27,104.85,105.17,3639546
2016-12-28,104.99,104.3,5178645
2016-12-29,104.23,104.56,5896763
2016-12-30,104.57,104.22,6983340
2017-01-03,105.3,106.08,8884273
2017-01-04,106.64,107.44,8321991
2017-01-05,107.17,107.38,6302974
2017-01-06,108.015,108.98,9551309
2017-01-09,108.58,108.36,6195195
2017-01-10,107.9,108.38,7901886
2017-01-11,108.54,109.44,7616804
2017-01-12,108.12,107.53,8218893
2017-01-13,107.16,108.06,6488966
2017-01-17,107.91,107.97,7586483
2017-01-18,106.93,108.16,7162904
2017-01-19,107.92,107.28,5350191
2017-01-20,107.35,107.66,5648970
2017-01-23,107.34,107.12,5716598
2017-01-24,107.2,107.9,5456146
2017-01-25,108.23,108.04,6180212
2017-01-26,108.21,108.06,6088083
2017-01-27,108.49,109.3,5577657
2017-01-30,109.86,110.94,13793564
2017-01-31,110.59,110.65,8485838
2017-02-01,110.71,111.3,10501334
2017-02-02,111.21,110.61,6515922
2017-02-03,110.9,110.3,7923398
2017-02-06,109.92,109.57,6896292
2017-02-07,109.65,109.0,10184848
2017-02-08,109.56,109.0,13615543
2017-02-09,109.07,109.49,6369737
2017-02-10,109.35,109.26,7671800
2017-02-13,108.95,109.65,5654040
2017-02-14,109.8,110.33,4768695
2017-02-15,109.91,110.18,7087135
2017-02-16,110.34,110.71,7179625
2017-02-17,110.24,110.06,6349161
2017-02-21,109.94,110.01,5432730
2017-02-22,109.69,110.12,5478398
2017-02-23,110.3,109.73,5470661
2017-02-24,109.62,110.32,4786814
2017-02-27,109.93,110.23,3547735
2017-02-28,110.0,110.09,4766038
2017-03-01,110.66,111.04,7418101
2017-03-02,111.0,110.59,4715626
2017-03-03,110.34,111.24,5843886
2017-03-06,110.772,110.67,4983166
2017-03-07,110.7,110.86,5114421
2017-03-08,110.87,110.84,4929881
2017-03-09,110.9,111.03,4005660
2017-03-10,111.4,110.92,4027448
2017-03-13,110.92,111.52,5213562
2017-03-14,111.73,112.31,7273535
2017-03-15,112.43,111.87,5319516
2017-03-16,112.18,111.71,4409419
2017-03-17,111.87,111.76,9061194
2017-03-20,112.07,112.71,8156325
2017-03-21,112.97,111.75,7109766
2017-03-22,111.85,112.08,5044710
2017-03-23,111.71,112.24,8307922
2017-03-24,112.4,112.14,4707297
2017-03-27,111.81,112.38,4469820
2017-03-28,112.6,113.05,6280929
2017-03-29,112.66,112.53,3781206
2017-03-30,112.53,113.18,4192753
2017-03-31,113.0,113.39,4617427
2017-04-03,113.18,113.2,4643439
2017-04-04,113.15,113.04,3386142
2017-04-05,113.58,113.0,4795081
2017-04-06,112.85,113.05,4744006
2017-04-07,112.82,112.58,4300468
2017-04-10,112.8,112.43,4053564
2017-04-11,113.68,113.07,5230837
2017-04-12,113.03,113.04,4086275
2017-04-13,113.04,113.2,6530791
2017-04-17,113.33,113.78,5120176
2017-04-18,113.48,114.19,6191132
2017-04-19,114.56,113.73,5303424
2017-04-20,114.17,114.79,5279267
2017-04-21,114.38,114.44,6654516
2017-04-24,115.26,113.7,7294620
2017-04-25,113.73,115.18,6918330
2017-04-26,115.4,115.58,4809837
2017-04-27,115.8,115.84,3910767
2017-04-28,115.87,115.6,3987631
2017-05-01,115.59,114.73,4963309
2017-05-02,114.87,114.37,6604605
2017-05-03,114.03,111.62,11521209
2017-05-04,110.58,111.17,10690627
2017-05-05,111.49,111.99,5871354
2017-05-08,112.39,111.42,5980139
2017-05-09,111.55,112.07,9337351
2017-05-10,109.0,109.66,17061077
2017-05-11,109.74,109.58,8021280
2017-05-12,109.8,109.69,5067654
2017-05-15,109.73,109.13,6241310
2017-05-16,109.12,107.98,10047055
2017-05-17,106.0,106.31,12763221
2017-05-18,105.98,106.68,6532185
2017-05-19,106.76,107.52,6336651
2017-05-22,107.65,107.63,5487199
2017-05-23,107.68,107.02,7542646
2017-05-24,107.15,107.71,4405225
2017-05-25,108.13,107.27,8030392
2017-05-26,107.71,108.41,6236779
2017-05-30,108.49,108.34,4813386
2017-05-31,108.4,107.94,9963649
2017-06-01,107.73,108.21,5907363
2017-06-02,108.46,107.18,10876862
2017-06-05,107.04,106.52,6372827
2017-06-06,106.17,105.5,9589493
2017-06-07,105.79,105.92,5777681
2017-06-08,105.47,104.32,11002357
2017-06-09,104.28,105.62,9392516
2017-06-12,105.89,107.04,8049453
2017-06-13,107.14,106.56,4918936
2017-06-14,106.95,106.14,4781080
2017-06-15,105.94,105.98,5309916
2017-06-16,106.28,105.51,8683368
2017-06-19,105.6,105.37,5956249
2017-06-20,105.07,103.94,7895674
2017-06-21,104.39,104.8,7765661
2017-06-22,104.71,104.22,6155991
2017-06-23,103.83,104.36,18147866
2017-06-26,104.6,105.57,5866969
2017-06-27,105.33,105.41,5694473
2017-06-28,106.02,106.86,7874406
2017-06-29,106.8,105.71,7268675
2017-06-30,106.25,106.25,5113841
2017-07-03,106.76,107.46,5399537
2017-07-05,107.83,105.63,8049724
2017-07-06,104.61,103.35,8690802
2017-07-07,103.51,103.32,6030928
2017-07-10,103.3,103.59,4421270
2017-07-11,103.6,103.84,4557336
2017-07-12,104.34,104.38,5203285
2017-07-13,104.45,104.29,5339465
2017-07-14,104.43,105.09,4370311
2017-07-17,105.17,104.79,3973789
2017-07-18,104.6,105.75,5740471
2017-07-19,106.13,106.82,5789363
2017-07-20,106.99,107.36,6185510
2017-07-21,107.1,107.09,4328517
2017-07-24,107.31,107.0,4615539
2017-07-25,107.6,106.42,5394699
2017-07-26,106.55,106.94,4149006
2017-07-27,107.69,110.0,10468680
2017-07-28,109.98,109.96,4864456
2017-07-31,110.02,109.93,6815349
2017-08-01,109.98,110.61,5987217
2017-08-02,109.88,108.67,8812748
2017-08-03,108.52,109.12,6895774
2017-08-04,108.23,107.69,8503837
2017-08-07,107.59,106.35,8093098
2017-08-08,106.55,106.98,9787086
2017-08-09,100.71,102.83,27877607
2017-08-10,102.5,101.35,12259908
2017-08-11,101.25,101.99,9410408
2017-08-14,102.8,101.4,9707297
2017-08-15,101.63,101.51,8868514
2017-08-16,101.84,102.2,6698783
2017-08-17,102.24,101.38,6612443
2017-08-18,101.32,100.7,6893916
2017-08-21,100.64,101.17,6492673
2017-08-22,101.41,102.77,6888650
2017-08-23,102.48,101.5,5954375
2017-08-24,101.82,101.52,6976592
2017-08-25,101.69,102.41,6186933
2017-08-28,102.49,102.56,5630425
2017-08-29,102.0,102.57,6011650
2017-08-30,102.48,102.87,6573211
2017-08-31,103.0,101.2,9823832
2017-09-01,101.65,101.5,7827433
2017-09-05,102.0,101.6,9592925
2017-09-06,101.76,101.5,7530956
2017-09-07,101.55,97.06,26419407
2017-09-08,96.49,97.07,13147662
2017-09-11,97.9,97.09,9610290
2017-09-12,97.59,97.89,9151729
2017-09-13,98.24,98.82,7615303
2017-09-14,98.79,97.9,9710030
2017-09-15,98.05,98.52,23870293
2017-09-18,98.39,98.1,7013634
2017-09-19,98.23,98.43,6970280
2017-09-20,98.76,99.21,6459058
2017-09-21,99.19,98.89,4958036
2017-09-22,98.55,98.6,6359080
2017-09-25,98.6,99.57,7492545
2017-09-26,99.64,98.63,6220508
2017-09-27,98.97,99.24,7596559
2017-09-28,98.77,98.05,7149615
2017-09-29,97.89,98.57,8185858
2017-10-02,99.31,99.86,6923319
2017-10-03,100.05,100.79,5447727
2017-10-04,100.74,100.55,5126136
2017-10-05,100.64,100.11,4736650
2017-10-06,99.95,100.07,4360212
2017-10-09,100.81,99.57,5429606
2017-10-10,99.99,99.58,7704374
2017-10-11,99.58,98.55,7984043
2017-10-12,97.56,96.93,11018249
2017-10-13,96.8,97.38,6857969
2017-10-16,97.64,98.13,4911623
2017-10-17,98.4,98.36,5942501
2017-10-18,98.36,98.25,5404326
2017-10-19,98.19,99.01,5634272
2017-10-20,99.45,99.4,5938716
2017-10-23,99.12,98.7,5888226
2017-10-24,98.52,98.29,4966173
2017-10-25,98.05,97.78,4094746
2017-10-26,97.58,98.56,6167514
2017-10-27,97.9,98.31,7868685
2017-10-30,98.12,98.04,7093151
2017-10-31,97.94,97.81,5701674
2017-11-01,98.13,99.03,6920435
2017-11-02,98.87,98.35,6799214
2017-11-03,98.36,98.64,5417514
2017-11-06,98.37,100.64,14728723
2017-11-07,101.29,101.61,12177479
2017-11-08,101.88,101.18,8023234
2017-11-09,100.83,102.68,12086586
2017-11-10,104.99,104.78,16701518
2017-11-13,104.14,104.74,7856012
2017-11-14,104.57,103.17,6929251
2017-11-15,102.75,103.69,5691471
2017-11-16,103.63,103.6,6410860
2017-11-17,103.22,103.44,7500844
2017-11-20,103.42,102.75,5112563
2017-11-21,102.97,103.0,5725938
2017-11-22,103.22,102.74,4140660
2017-11-24,102.91,102.64,2217591
2017-11-27,102.63,102.79,4007511
2017-11-28,102.56,103.41,8401145
2017-11-29,103.5,105.24,14503076
2017-11-30,105.36,104.82,9948999
2017-12-01,104.58,105.25,9258403
2017-12-04,106.5,110.22,17823953
2017-12-05,109.53,107.22,13055578
2017-12-06,107.17,105.46,8121673
2017-12-07,105.74,105.26,9948639
2017-12-08,104.91,104.23,6536601
2017-12-11,104.87,106.83,7433971
2017-12-12,107.6,107.43,8147001
2017-12-13,108.15,107.61,10368257
2017-12-14,107.75,110.57,27571330
2017-12-15,111.805,111.27,19978625
2017-12-18,111.85,111.03,12270002
2017-12-19,111.05,111.81,10546560
2017-12-20,111.625,109.69,8661137
2017-12-21,109.52,109.57,9372829
2017-12-22,109.4,108.67,7378369
2017-12-26,108.49,108.12,3982398
2017-12-27,108.42,107.64,5624037
2017-12-28,108.0,107.77,3477741
2017-12-29,108.05,107.51,4538403
2018-01-02,108.95,111.8,11014303
2018-01-03,112.19,112.28,9237926
2018-01-04,112.95,112.23,7417409
2018-01-05,112.68,111.62,6008285
2018-01-08,110.89,110.02,8052594
2018-01-09,110.13,109.94,5838021
2018-01-10,109.96,109.47,6059991
2018-01-11,110.25,110.99,6426959
2018-01-12,111.32,112.47,5899861
2018-01-16,113.07,110.69,8069201
2018-01-17,111.2,111.97,7030711
2018-01-18,111.74,110.42,8070928
2018-01-19,110.97,110.59,10514262
2018-01-22,110.27,111.1,8073624
2018-01-23,110.27,110.41,7477282
2018-01-24,110.96,110.5,7211784
2018-01-25,110.6,110.55,6291011
2018-01-26,110.81,112.19,7743825
2018-01-29,112.1,111.54,6847766
2018-01-30,111.42,110.11,8393878
2018-01-31,110.08,108.67,9841413
2018-02-01,108.62,110.49,9518857
2018-02-02,109.95,108.7,9947657
2018-02-05,107.1,104.7,15107942
2018-02-06,102.88,106.17,17765068
2018-02-07,107.83,104.76,12444982

